Instance BKS Opt
d/BPWC_1_3_3 42 1
d/BPWC_1_3_4 30 1
d/BPWC_1_3_5 35 1
d/BPWC_1_3_6 33 1
d/BPWC_1_3_7 33 1
d/BPWC_1_3_8 28 1
d/BPWC_1_3_9 47 1
d/BPWC_1_3_10 47 1
d/BPWC_1_4_1 45 1
d/BPWC_1_4_2 42 1
d/BPWC_1_4_3 48 1
d/BPWC_1_4_4 49 1
d/BPWC_1_4_5 51 1
d/BPWC_1_4_6 42 1
d/BPWC_1_4_7 49 1
d/BPWC_1_4_8 44 1
d/BPWC_1_4_9 46 1
d/BPWC_1_4_10 46 1
d/BPWC_1_5_1 60 1
d/BPWC_1_5_2 71 1
d/BPWC_1_5_3 57 1
d/BPWC_1_5_4 62 1
d/BPWC_1_5_5 67 1
d/BPWC_1_5_6 66 1
d/BPWC_1_5_7 64 1
d/BPWC_1_5_8 63 1
d/BPWC_1_5_9 56 1
d/BPWC_1_5_10 61 1
d/BPWC_1_6_1 66 1
d/BPWC_1_6_2 69 1
d/BPWC_1_6_3 73 1
d/BPWC_1_6_4 75 1
d/BPWC_1_6_5 70 1
d/BPWC_1_6_6 76 1
d/BPWC_1_6_7 69 1
d/BPWC_1_6_8 75 1
d/BPWC_1_6_9 80 1
d/BPWC_1_6_10 78 1
d/BPWC_1_7_1 88 1
d/BPWC_1_7_2 79 1
d/BPWC_1_7_3 91 1
d/BPWC_1_7_4 87 1
d/BPWC_1_7_5 85 1
d/BPWC_1_7_6 80 1
d/BPWC_1_7_7 81 1
d/BPWC_1_7_8 87 1
d/BPWC_1_7_9 78 1
d/BPWC_1_7_10 87 1
d/BPWC_1_8_1 98 1
d/BPWC_1_8_2 105 1
d/BPWC_1_8_3 101 1
d/BPWC_1_8_4 91 1
d/BPWC_1_8_5 93 1
d/BPWC_1_8_6 101 1
d/BPWC_1_8_7 102 1
d/BPWC_1_8_8 102 1
d/BPWC_1_8_9 100 1
d/BPWC_1_8_10 101 1
d/BPWC_1_9_1 110 1
d/BPWC_1_9_2 108 1
d/BPWC_1_9_3 108 1
d/BPWC_1_9_4 108 1
d/BPWC_1_9_5 112 1
d/BPWC_1_9_6 111 1
d/BPWC_1_9_7 112 1
d/BPWC_1_9_8 109 1
d/BPWC_1_9_9 114 1
d/BPWC_1_9_10 110 1
d/BPWC_2_1_1 37 1
d/BPWC_2_1_2 37 1
d/BPWC_2_1_3 38 1
d/BPWC_2_1_4 39 1
d/BPWC_2_1_5 37 1
d/BPWC_2_1_6 39 1
d/BPWC_2_1_7 37 1
d/BPWC_2_1_8 38 1
d/BPWC_2_1_9 39 1
d/BPWC_2_1_10 39 1
d/BPWC_2_2_1 64 1
d/BPWC_2_2_2 45 1
d/BPWC_2_2_3 42 1
d/BPWC_2_2_4 46 1
d/BPWC_2_2_5 58 1
d/BPWC_2_2_6 51 1
d/BPWC_2_2_7 52 1
d/BPWC_2_2_8 53 1
d/BPWC_2_2_9 51 1
d/BPWC_2_2_10 52 1
d/BPWC_2_3_1 88 1
d/BPWC_2_3_2 83 1
d/BPWC_2_3_3 77 1
d/BPWC_2_3_4 81 1
d/BPWC_2_3_5 67 1
d/BPWC_2_3_6 80 1
d/BPWC_2_3_7 80 1
d/BPWC_2_3_8 69 1
d/BPWC_2_3_9 85 1
d/BPWC_2_3_10 74 1
d/BPWC_2_4_1 99 1
d/BPWC_2_4_2 99 1
d/BPWC_2_4_3 94 1
d/BPWC_2_4_4 105 1
d/BPWC_2_4_5 104 1
d/BPWC_2_4_6 90 1
d/BPWC_2_4_7 102 1
d/BPWC_2_4_8 94 1
d/BPWC_2_4_9 89 1
d/BPWC_2_4_10 97 1
d/BPWC_2_5_1 118 1
d/BPWC_2_5_2 134 1
d/BPWC_2_5_3 120 1
d/BPWC_2_5_4 127 1
d/BPWC_2_5_5 137 1
d/BPWC_2_5_6 125 1
d/BPWC_2_5_7 126 1
d/BPWC_2_5_8 130 1
d/BPWC_2_5_9 133 1
d/BPWC_2_5_10 136 1
d/BPWC_2_6_1 151 1
d/BPWC_2_6_2 148 1
d/BPWC_2_6_3 138 1
d/BPWC_2_6_4 158 1
d/BPWC_2_6_5 150 1
d/BPWC_2_6_6 138 1
d/BPWC_2_6_7 159 1
d/BPWC_2_6_8 156 1
d/BPWC_2_6_9 153 1
d/BPWC_2_6_10 151 1
d/BPWC_2_7_1 171 1
d/BPWC_2_7_2 170 1
d/BPWC_2_7_3 171 1
d/BPWC_2_7_4 166 1
d/BPWC_2_7_5 194 1
d/BPWC_2_7_6 190 1
d/BPWC_2_7_7 170 1
d/BPWC_2_7_8 188 1
d/BPWC_2_7_9 193 1
d/BPWC_2_7_10 183 1
d/BPWC_2_8_1 204 1
d/BPWC_2_8_2 207 1
d/BPWC_2_8_3 207 1
d/BPWC_2_8_4 207 1
d/BPWC_2_8_5 201 1
d/BPWC_2_8_6 198 1
d/BPWC_2_8_7 189 1
d/BPWC_2_8_8 208 1
d/BPWC_2_8_9 202 1
d/BPWC_2_8_10 202 1
d/BPWC_2_9_1 219 1
d/BPWC_2_9_2 229 1
d/BPWC_2_9_3 235 1
d/BPWC_2_9_4 225 1
d/BPWC_2_9_5 220 1
d/BPWC_2_9_6 224 1
d/BPWC_2_9_7 224 1
d/BPWC_2_9_8 227 1
d/BPWC_2_9_9 222 1
d/BPWC_2_9_10 229 1
d/BPWC_3_1_1 74 1
d/BPWC_3_1_2 76 1
d/BPWC_3_1_3 76 1
d/BPWC_3_1_4 75 1
d/BPWC_3_1_5 77 1
d/BPWC_3_1_6 75 1
d/BPWC_3_1_7 74 1
d/BPWC_3_1_8 76 1
d/BPWC_3_1_9 75 1
d/BPWC_3_1_10 75 1
d/BPWC_3_2_1 119 1
d/BPWC_3_2_2 104 1
d/BPWC_3_2_3 112 1
d/BPWC_3_2_4 99 1
d/BPWC_3_2_5 96 1
d/BPWC_3_2_6 85 1
d/BPWC_3_2_7 99 1
d/BPWC_3_2_8 100 1
d/BPWC_3_2_9 101 1
d/BPWC_3_2_10 83 1
d/BPWC_3_3_1 163 1
d/BPWC_3_3_2 143 1
d/BPWC_3_3_3 160 1
d/BPWC_3_3_4 133 1
d/BPWC_3_3_5 153 1
d/BPWC_3_3_6 151 1
d/BPWC_3_3_7 138 1
d/BPWC_3_3_8 141 1
d/BPWC_3_3_9 146 1
d/BPWC_3_3_10 145 1
d/BPWC_3_4_1 190 1
d/BPWC_3_4_2 185 1
d/BPWC_3_4_3 226 1
d/BPWC_3_4_4 194 1
d/BPWC_3_4_5 209 1
d/BPWC_3_4_6 200 1
d/BPWC_3_4_7 201 1
d/BPWC_3_4_8 206 1
d/BPWC_3_4_9 196 1
d/BPWC_3_4_10 187 1
d/BPWC_3_5_1 251 1
d/BPWC_3_5_2 251 1
d/BPWC_3_5_3 247 1
d/BPWC_3_5_4 271 1
d/BPWC_3_5_5 253 1
d/BPWC_3_5_6 254 1
d/BPWC_3_5_7 237 1
d/BPWC_3_5_8 238 1
d/BPWC_3_5_9 252 1
d/BPWC_3_5_10 262 1
d/BPWC_3_6_1 301 1
d/BPWC_3_6_2 308 1
d/BPWC_3_6_3 292 1
d/BPWC_3_6_4 304 1
d/BPWC_3_6_5 287 1
d/BPWC_3_6_6 304 1
d/BPWC_3_6_7 292 1
d/BPWC_3_6_8 303 1
d/BPWC_3_6_9 292 1
d/BPWC_3_6_10 306 1
d/BPWC_3_7_1 342 1
d/BPWC_3_7_2 350 1
d/BPWC_3_7_3 346 1
d/BPWC_3_7_4 341 1
d/BPWC_3_7_5 349 1
d/BPWC_3_7_6 348 1
d/BPWC_3_7_7 358 1
d/BPWC_3_7_8 343 1
d/BPWC_3_7_9 368 1
d/BPWC_3_7_10 348 1
d/BPWC_3_8_1 401 1
d/BPWC_3_8_2 405 1
d/BPWC_3_8_3 418 1
d/BPWC_3_8_4 400 1
d/BPWC_3_8_5 411 1
d/BPWC_3_8_6 393 1
d/BPWC_3_8_7 399 1
d/BPWC_3_8_8 401 1
d/BPWC_3_8_9 403 1
d/BPWC_3_8_10 402 1
d/BPWC_3_9_1 433 1
d/BPWC_3_9_2 450 1
d/BPWC_3_9_3 438 1
d/BPWC_3_9_4 466 1
d/BPWC_3_9_5 453 1
d/BPWC_3_9_6 446 1
d/BPWC_3_9_7 455 1
d/BPWC_3_9_8 453 1
d/BPWC_3_9_9 451 1
d/BPWC_3_9_10 457 1
d/BPWC_4_1_1 150 2
d/BPWC_4_1_2 150 2
d/BPWC_4_1_3 152 2
d/BPWC_4_1_4 150 2
d/BPWC_4_1_5 149 2
d/BPWC_4_1_6 147 2
d/BPWC_4_1_7 152 2
d/BPWC_4_1_8 152 2
d/BPWC_4_1_9 150 2
d/BPWC_4_1_10 148 2
d/BPWC_4_2_1 203 2
d/BPWC_4_2_2 190 2
d/BPWC_4_2_3 198 2
d/BPWC_4_2_4 190 2
d/BPWC_4_2_5 179 2
d/BPWC_4_2_6 197 2
d/BPWC_4_2_7 203 2
d/BPWC_4_2_8 201 2
d/BPWC_4_2_9 205 2
d/BPWC_4_2_10 206 2
d/BPWC_4_3_1 306 2
d/BPWC_4_3_2 323 2
d/BPWC_4_3_3 292 2
d/BPWC_4_3_4 287 2
d/BPWC_4_3_5 281 2
d/BPWC_4_3_6 320 2
d/BPWC_4_3_7 312 2
d/BPWC_4_3_8 282 2
d/BPWC_4_3_9 304 2
d/BPWC_4_3_10 315 2
d/BPWC_4_4_1 397 2
d/BPWC_4_4_2 388 2
d/BPWC_4_4_3 415 2
d/BPWC_4_4_4 412 2
d/BPWC_4_4_5 401 2
d/BPWC_4_4_6 414 2
d/BPWC_4_4_7 396 2
d/BPWC_4_4_8 395 2
d/BPWC_4_4_9 417 2
d/BPWC_4_4_10 369 2
d/BPWC_4_5_1 492 2
d/BPWC_4_5_2 506 2
d/BPWC_4_5_3 494 2
d/BPWC_4_5_4 486 2
d/BPWC_4_5_5 501 2
d/BPWC_4_5_6 504 2
d/BPWC_4_5_7 515 2
d/BPWC_4_5_8 505 2
d/BPWC_4_5_9 498 2
d/BPWC_4_5_10 518 2
d/BPWC_4_6_1 614 2
d/BPWC_4_6_2 579 2
d/BPWC_4_6_3 594 2
d/BPWC_4_6_4 593 2
d/BPWC_4_6_5 597 2
d/BPWC_4_6_6 624 2
d/BPWC_4_6_7 595 2
d/BPWC_4_6_8 605 2
d/BPWC_4_6_9 594 2
d/BPWC_4_6_10 595 2
d/BPWC_4_7_1 706 2
d/BPWC_4_7_2 706 2
d/BPWC_4_7_3 670 2
d/BPWC_4_7_4 685 2
d/BPWC_4_7_5 698 2
d/BPWC_4_7_6 704 2
d/BPWC_4_7_7 708 2
d/BPWC_4_7_8 660 2
d/BPWC_4_7_9 698 2
d/BPWC_4_7_10 698 2
d/BPWC_4_8_1 824 2
d/BPWC_4_8_2 801 2
d/BPWC_4_8_3 792 2
d/BPWC_4_8_4 811 2
d/BPWC_4_8_5 812 2
d/BPWC_4_8_6 800 2
d/BPWC_4_8_7 799 2
d/BPWC_4_8_8 796 2
d/BPWC_4_8_9 808 2
d/BPWC_4_8_10 792 2
d/BPWC_4_9_1 910 2
d/BPWC_4_9_2 902 2
d/BPWC_4_9_3 911 2
d/BPWC_4_9_4 892 2
d/BPWC_4_9_5 912 2
d/BPWC_4_9_6 912 2
d/BPWC_4_9_7 895 2
d/BPWC_4_9_8 877 2
d/BPWC_4_9_9 892 2
d/BPWC_4_9_10 892 2
da/BPWC_1_1_1 19 1
da/BPWC_1_1_2 18 1
da/BPWC_1_1_3 18 1
da/BPWC_1_1_4 19 1
da/BPWC_1_1_5 19 1
da/BPWC_1_1_6 19 1
da/BPWC_1_1_7 18 1
da/BPWC_1_1_8 19 1
da/BPWC_1_1_9 19 1
da/BPWC_1_1_10 18 1
da/BPWC_1_2_1 18 1
da/BPWC_1_2_2 18 1
da/BPWC_1_2_3 19 1
da/BPWC_1_2_4 18 1
da/BPWC_1_2_5 19 1
da/BPWC_1_2_6 18 1
da/BPWC_1_2_7 18 1
da/BPWC_1_2_8 19 1
da/BPWC_1_2_9 18 1
da/BPWC_1_2_10 18 1
da/BPWC_1_3_1 18 1
da/BPWC_1_3_2 19 1
da/BPWC_1_3_3 19 1
da/BPWC_1_3_4 19 1
da/BPWC_1_3_5 19 1
da/BPWC_1_3_6 19 1
da/BPWC_1_3_7 17 1
da/BPWC_1_3_8 19 1
da/BPWC_1_3_9 20 1
da/BPWC_1_3_10 18 1
da/BPWC_1_4_1 20 1
da/BPWC_1_4_2 19 1
da/BPWC_1_4_3 19 1
da/BPWC_1_4_4 18 1
da/BPWC_1_4_5 18 1
da/BPWC_1_4_6 19 1
da/BPWC_1_4_7 18 1
da/BPWC_1_4_8 19 1
da/BPWC_1_4_9 19 1
da/BPWC_1_4_10 18 1
da/BPWC_1_5_1 19 1
da/BPWC_1_5_2 19 1
da/BPWC_1_5_3 20 1
da/BPWC_1_5_4 19 0
da/BPWC_1_5_5 18 0
da/BPWC_1_5_6 19 1
da/BPWC_1_5_7 18 1
da/BPWC_1_5_8 18 0
da/BPWC_1_5_9 18 0
da/BPWC_1_5_10 19 1
da/BPWC_1_6_1 21 0
da/BPWC_1_6_2 21 0
da/BPWC_1_6_3 21 0
da/BPWC_1_6_4 21 0
da/BPWC_1_6_5 21 0
da/BPWC_1_6_6 21 0
da/BPWC_1_6_7 21 0
da/BPWC_1_6_8 21 0
da/BPWC_1_6_9 21 0
da/BPWC_1_6_10 21 0
da/BPWC_1_7_1 25 1
da/BPWC_1_7_2 25 1
da/BPWC_1_7_3 25 0
da/BPWC_1_7_4 25 1
da/BPWC_1_7_5 26 0
da/BPWC_1_7_6 25 0
da/BPWC_1_7_7 26 0
da/BPWC_1_7_8 25 0
da/BPWC_1_7_9 26 0
da/BPWC_1_7_10 25 0
da/BPWC_1_8_1 31 1
da/BPWC_1_8_2 32 1
da/BPWC_1_8_3 31 1
da/BPWC_1_8_4 31 1
da/BPWC_1_8_5 31 1
da/BPWC_1_8_6 32 0
da/BPWC_1_8_7 31 1
da/BPWC_1_8_8 31 1
da/BPWC_1_8_9 32 1
da/BPWC_1_8_10 32 0
da/BPWC_1_9_1 42 1
da/BPWC_1_9_2 41 1
da/BPWC_1_9_3 42 1
da/BPWC_1_9_4 42 1
da/BPWC_1_9_5 42 1
da/BPWC_1_9_6 42 1
da/BPWC_1_9_7 42 1
da/BPWC_1_9_8 43 1
da/BPWC_1_9_9 42 1
da/BPWC_1_9_10 42 1
da/BPWC_2_1_1 38 1
da/BPWC_2_1_2 36 1
da/BPWC_2_1_3 37 1
da/BPWC_2_1_4 38 1
da/BPWC_2_1_5 38 1
da/BPWC_2_1_6 39 1
da/BPWC_2_1_7 37 1
da/BPWC_2_1_8 38 1
da/BPWC_2_1_9 38 1
da/BPWC_2_1_10 37 1
da/BPWC_2_2_1 37 1
da/BPWC_2_2_2 37 1
da/BPWC_2_2_3 37 1
da/BPWC_2_2_4 39 1
da/BPWC_2_2_5 38 1
da/BPWC_2_2_6 38 1
da/BPWC_2_2_7 39 1
da/BPWC_2_2_8 38 1
da/BPWC_2_2_9 38 1
da/BPWC_2_2_10 37 1
da/BPWC_2_3_1 39 1
da/BPWC_2_3_2 37 1
da/BPWC_2_3_3 37 1
da/BPWC_2_3_4 39 1
da/BPWC_2_3_5 37 1
da/BPWC_2_3_6 38 1
da/BPWC_2_3_7 38 1
da/BPWC_2_3_8 39 1
da/BPWC_2_3_9 39 1
da/BPWC_2_3_10 38 1
da/BPWC_2_4_1 38 1
da/BPWC_2_4_2 38 1
da/BPWC_2_4_3 37 1
da/BPWC_2_4_4 37 1
da/BPWC_2_4_5 37 1
da/BPWC_2_4_6 37 1
da/BPWC_2_4_7 38 1
da/BPWC_2_4_8 37 1
da/BPWC_2_4_9 39 1
da/BPWC_2_4_10 40 1
da/BPWC_2_5_1 39 1
da/BPWC_2_5_2 39 1
da/BPWC_2_5_3 39 1
da/BPWC_2_5_4 39 1
da/BPWC_2_5_5 37 1
da/BPWC_2_5_6 40 1
da/BPWC_2_5_7 38 1
da/BPWC_2_5_8 38 0
da/BPWC_2_5_9 38 1
da/BPWC_2_5_10 38 1
da/BPWC_2_6_1 40 0
da/BPWC_2_6_2 39 1
da/BPWC_2_6_3 39 0
da/BPWC_2_6_4 39 0
da/BPWC_2_6_5 39 0
da/BPWC_2_6_6 40 0
da/BPWC_2_6_7 39 0
da/BPWC_2_6_8 39 0
da/BPWC_2_6_9 39 0
da/BPWC_2_6_10 39 0
da/BPWC_2_7_1 44 0
da/BPWC_2_7_2 44 0
da/BPWC_2_7_3 45 0
da/BPWC_2_7_4 44 0
da/BPWC_2_7_5 44 0
da/BPWC_2_7_6 44 0
da/BPWC_2_7_7 44 0
da/BPWC_2_7_8 44 0
da/BPWC_2_7_9 44 0
da/BPWC_2_7_10 45 0
da/BPWC_2_8_1 55 0
da/BPWC_2_8_2 54 0
da/BPWC_2_8_3 55 0
da/BPWC_2_8_4 54 0
da/BPWC_2_8_5 55 0
da/BPWC_2_8_6 54 0
da/BPWC_2_8_7 55 0
da/BPWC_2_8_8 54 0
da/BPWC_2_8_9 55 0
da/BPWC_2_8_10 55 0
da/BPWC_2_9_1 74 0
da/BPWC_2_9_2 74 0
da/BPWC_2_9_3 74 0
da/BPWC_2_9_4 74 0
da/BPWC_2_9_5 74 0
da/BPWC_2_9_6 74 0
da/BPWC_2_9_7 74 0
da/BPWC_2_9_8 75 0
da/BPWC_2_9_9 75 0
da/BPWC_2_9_10 73 0
da/BPWC_3_1_1 78 1
da/BPWC_3_1_2 75 1
da/BPWC_3_1_3 74 1
da/BPWC_3_1_4 77 1
da/BPWC_3_1_5 75 1
da/BPWC_3_1_6 76 1
da/BPWC_3_1_7 73 1
da/BPWC_3_1_8 75 1
da/BPWC_3_1_9 77 1
da/BPWC_3_1_10 75 1
da/BPWC_3_2_1 75 1
da/BPWC_3_2_2 75 1
da/BPWC_3_2_3 74 1
da/BPWC_3_2_4 77 1
da/BPWC_3_2_5 75 1
da/BPWC_3_2_6 75 1
da/BPWC_3_2_7 76 1
da/BPWC_3_2_8 74 1
da/BPWC_3_2_9 76 1
da/BPWC_3_2_10 76 1
da/BPWC_3_3_1 77 1
da/BPWC_3_3_2 79 1
da/BPWC_3_3_3 77 1
da/BPWC_3_3_4 75 1
da/BPWC_3_3_5 74 1
da/BPWC_3_3_6 78 1
da/BPWC_3_3_7 74 1
da/BPWC_3_3_8 75 1
da/BPWC_3_3_9 74 1
da/BPWC_3_3_10 74 1
da/BPWC_3_4_1 77 1
da/BPWC_3_4_2 78 0
da/BPWC_3_4_3 73 1
da/BPWC_3_4_4 76 1
da/BPWC_3_4_5 77 1
da/BPWC_3_4_6 72 1
da/BPWC_3_4_7 76 1
da/BPWC_3_4_8 75 0
da/BPWC_3_4_9 76 1
da/BPWC_3_4_10 76 1
da/BPWC_3_5_1 77 1
da/BPWC_3_5_2 76 1
da/BPWC_3_5_3 75 1
da/BPWC_3_5_4 75 1
da/BPWC_3_5_5 74 1
da/BPWC_3_5_6 78 0
da/BPWC_3_5_7 78 1
da/BPWC_3_5_8 76 1
da/BPWC_3_5_9 77 1
da/BPWC_3_5_10 75 1
da/BPWC_3_6_1 76 0
da/BPWC_3_6_2 76 0
da/BPWC_3_6_3 75 0
da/BPWC_3_6_4 76 0
da/BPWC_3_6_5 74 0
da/BPWC_3_6_6 79 0
da/BPWC_3_6_7 76 1
da/BPWC_3_6_8 76 0
da/BPWC_3_6_9 79 0
da/BPWC_3_6_10 76 1
da/BPWC_3_7_1 80 0
da/BPWC_3_7_2 80 0
da/BPWC_3_7_3 79 0
da/BPWC_3_7_4 78 0
da/BPWC_3_7_5 80 0
da/BPWC_3_7_6 81 0
da/BPWC_3_7_7 80 0
da/BPWC_3_7_8 80 0
da/BPWC_3_7_9 80 0
da/BPWC_3_7_10 80 0
da/BPWC_3_8_1 95 0
da/BPWC_3_8_2 95 0
da/BPWC_3_8_3 95 0
da/BPWC_3_8_4 95 0
da/BPWC_3_8_5 96 0
da/BPWC_3_8_6 95 0
da/BPWC_3_8_7 95 0
da/BPWC_3_8_8 94 0
da/BPWC_3_8_9 95 0
da/BPWC_3_8_10 94 0
da/BPWC_3_9_1 128 0
da/BPWC_3_9_2 127 0
da/BPWC_3_9_3 128 0
da/BPWC_3_9_4 128 0
da/BPWC_3_9_5 128 0
da/BPWC_3_9_6 128 0
da/BPWC_3_9_7 129 0
da/BPWC_3_9_8 127 0
da/BPWC_3_9_9 128 0
da/BPWC_3_9_10 128 0
da/BPWC_4_1_1 149 1
da/BPWC_4_1_2 152 1
da/BPWC_4_1_3 149 1
da/BPWC_4_1_4 152 1
da/BPWC_4_1_5 152 1
da/BPWC_4_1_6 152 1
da/BPWC_4_1_7 151 1
da/BPWC_4_1_8 153 0
da/BPWC_4_1_9 150 1
da/BPWC_4_1_10 151 1
da/BPWC_4_2_1 153 1
da/BPWC_4_2_2 148 1
da/BPWC_4_2_3 152 1
da/BPWC_4_2_4 153 1
da/BPWC_4_2_5 151 1
da/BPWC_4_2_6 151 0
da/BPWC_4_2_7 148 1
da/BPWC_4_2_8 152 1
da/BPWC_4_2_9 151 1
da/BPWC_4_2_10 149 1
da/BPWC_4_3_1 150 1
da/BPWC_4_3_2 151 1
da/BPWC_4_3_3 152 1
da/BPWC_4_3_4 154 1
da/BPWC_4_3_5 149 1
da/BPWC_4_3_6 151 1
da/BPWC_4_3_7 151 0
da/BPWC_4_3_8 151 1
da/BPWC_4_3_9 151 1
da/BPWC_4_3_10 148 1
da/BPWC_4_4_1 153 1
da/BPWC_4_4_2 150 0
da/BPWC_4_4_3 151 1
da/BPWC_4_4_4 152 1
da/BPWC_4_4_5 153 0
da/BPWC_4_4_6 151 1
da/BPWC_4_4_7 153 1
da/BPWC_4_4_8 152 1
da/BPWC_4_4_9 151 0
da/BPWC_4_4_10 150 1
da/BPWC_4_5_1 148 1
da/BPWC_4_5_2 154 1
da/BPWC_4_5_3 153 0
da/BPWC_4_5_4 149 0
da/BPWC_4_5_5 150 1
da/BPWC_4_5_6 151 1
da/BPWC_4_5_7 149 0
da/BPWC_4_5_8 147 1
da/BPWC_4_5_9 151 0
da/BPWC_4_5_10 151 0
da/BPWC_4_6_1 152 0
da/BPWC_4_6_2 150 0
da/BPWC_4_6_3 151 0
da/BPWC_4_6_4 151 0
da/BPWC_4_6_5 151 0
da/BPWC_4_6_6 153 0
da/BPWC_4_6_7 149 1
da/BPWC_4_6_8 153 0
da/BPWC_4_6_9 153 0
da/BPWC_4_6_10 150 0
da/BPWC_4_7_1 152 0
da/BPWC_4_7_2 152 0
da/BPWC_4_7_3 152 0
da/BPWC_4_7_4 151 0
da/BPWC_4_7_5 154 0
da/BPWC_4_7_6 152 0
da/BPWC_4_7_7 156 0
da/BPWC_4_7_8 150 0
da/BPWC_4_7_9 152 0
da/BPWC_4_7_10 151 0
da/BPWC_4_8_1 169 0
da/BPWC_4_8_2 171 0
da/BPWC_4_8_3 170 0
da/BPWC_4_8_4 169 0
da/BPWC_4_8_5 169 0
da/BPWC_4_8_6 170 0
da/BPWC_4_8_7 170 0
da/BPWC_4_8_8 170 0
da/BPWC_4_8_9 169 0
da/BPWC_4_8_10 170 0
da/BPWC_4_9_1 226 0
da/BPWC_4_9_2 226 0
da/BPWC_4_9_3 226 0
da/BPWC_4_9_4 226 0
da/BPWC_4_9_5 227 0
da/BPWC_4_9_6 226 0
da/BPWC_4_9_7 225 0
da/BPWC_4_9_8 226 0
da/BPWC_4_9_9 225 0
da/BPWC_4_9_10 225 0
ta/BPWC_5_1_1 21 1
ta/BPWC_5_1_2 21 1
ta/BPWC_5_1_3 21 1
ta/BPWC_5_1_4 21 1
ta/BPWC_5_1_5 21 1
ta/BPWC_5_1_6 21 1
ta/BPWC_5_1_7 21 1
ta/BPWC_5_1_8 21 1
ta/BPWC_5_1_9 21 1
ta/BPWC_5_1_10 20 1
ta/BPWC_5_2_1 21 1
ta/BPWC_5_2_2 21 1
ta/BPWC_5_2_3 21 1
ta/BPWC_5_2_4 21 1
ta/BPWC_5_2_5 21 1
ta/BPWC_5_2_6 21 1
ta/BPWC_5_2_7 21 1
ta/BPWC_5_2_8 21 1
ta/BPWC_5_2_9 21 1
ta/BPWC_5_2_10 21 1
ta/BPWC_5_3_1 21 1
ta/BPWC_5_3_2 21 1
ta/BPWC_5_3_3 21 1
ta/BPWC_5_3_4 21 1
ta/BPWC_5_3_5 21 1
ta/BPWC_5_3_6 21 1
ta/BPWC_5_3_7 21 1
ta/BPWC_5_3_8 21 1
ta/BPWC_5_3_9 21 1
ta/BPWC_5_3_10 21 1
ta/BPWC_5_4_1 21 1
ta/BPWC_5_4_2 21 1
ta/BPWC_5_4_3 21 1
ta/BPWC_5_4_4 21 1
ta/BPWC_5_4_5 21 1
ta/BPWC_5_4_6 21 1
ta/BPWC_5_4_7 21 1
ta/BPWC_5_4_8 21 1
ta/BPWC_5_4_9 21 1
ta/BPWC_5_4_10 21 1
ta/BPWC_5_5_1 21 1
ta/BPWC_5_5_2 21 1
ta/BPWC_5_5_3 21 1
ta/BPWC_5_5_4 21 1
ta/BPWC_5_5_5 21 1
ta/BPWC_5_5_6 21 1
ta/BPWC_5_5_7 21 1
ta/BPWC_5_5_8 21 1
ta/BPWC_5_5_9 21 1
ta/BPWC_5_5_10 21 1
ta/BPWC_5_6_1 21 1
ta/BPWC_5_6_2 21 1
ta/BPWC_5_6_3 21 1
ta/BPWC_5_6_4 21 1
ta/BPWC_5_6_5 21 1
ta/BPWC_5_6_6 21 1
ta/BPWC_5_6_7 21 1
ta/BPWC_5_6_8 21 1
ta/BPWC_5_6_9 21 1
ta/BPWC_5_6_10 21 1
ta/BPWC_5_7_1 21 1
ta/BPWC_5_7_2 21 1
ta/BPWC_5_7_3 21 1
ta/BPWC_5_7_4 21 1
ta/BPWC_5_7_5 21 1
ta/BPWC_5_7_6 21 1
ta/BPWC_5_7_7 21 1
ta/BPWC_5_7_8 21 1
ta/BPWC_5_7_9 21 1
ta/BPWC_5_7_10 21 1
ta/BPWC_5_8_1 23 1
ta/BPWC_5_8_2 23 1
ta/BPWC_5_8_3 23 1
ta/BPWC_5_8_4 23 1
ta/BPWC_5_8_5 22 1
ta/BPWC_5_8_6 23 1
ta/BPWC_5_8_7 23 1
ta/BPWC_5_8_8 23 1
ta/BPWC_5_8_9 22 1
ta/BPWC_5_8_10 23 1
ta/BPWC_5_9_1 27 1
ta/BPWC_5_9_2 27 1
ta/BPWC_5_9_3 27 1
ta/BPWC_5_9_4 29 1
ta/BPWC_5_9_5 27 1
ta/BPWC_5_9_6 27 1
ta/BPWC_5_9_7 28 1
ta/BPWC_5_9_8 26 1
ta/BPWC_5_9_9 26 1
ta/BPWC_5_9_10 27 1
ta/BPWC_6_1_1 40 1
ta/BPWC_6_1_2 40 1
ta/BPWC_6_1_3 40 1
ta/BPWC_6_1_4 40 1
ta/BPWC_6_1_5 40 1
ta/BPWC_6_1_6 40 1
ta/BPWC_6_1_7 40 1
ta/BPWC_6_1_8 40 1
ta/BPWC_6_1_9 40 1
ta/BPWC_6_1_10 40 1
ta/BPWC_6_2_1 40 1
ta/BPWC_6_2_2 40 1
ta/BPWC_6_2_3 40 1
ta/BPWC_6_2_4 40 1
ta/BPWC_6_2_5 40 1
ta/BPWC_6_2_6 40 1
ta/BPWC_6_2_7 40 1
ta/BPWC_6_2_8 40 1
ta/BPWC_6_2_9 41 1
ta/BPWC_6_2_10 40 1
ta/BPWC_6_3_1 40 1
ta/BPWC_6_3_2 40 1
ta/BPWC_6_3_3 40 1
ta/BPWC_6_3_4 40 1
ta/BPWC_6_3_5 40 1
ta/BPWC_6_3_6 40 1
ta/BPWC_6_3_7 41 1
ta/BPWC_6_3_8 41 1
